16:08:45,64,31.2
16:08:46,60,29.3
16:08:47,60,29.3
16:08:48,60,29.3
16:08:49,60,29.3
16:08:50,60,29.3
16:08:51,60,29.3
16:08:52,60,29.3
16:08:53,60,29.3
16:08:54,60,29.3
16:08:55,63,30.8
16:08:56,63,30.8
16:08:57,63,30.8
16:08:58,62,30.3
16:08:59,62,30.3
16:09:00,63,30.8
16:09:01,63,30.8
16:09:02,60,29.3
16:09:03,62,30.3
16:09:04,60,29.3
16:09:05,62,30.3
16:09:06,62,30.3
16:09:07,63,30.8
16:09:08,63,30.8
16:09:09,61,29.8
16:09:10,60,29.3
16:09:11,62,30.3
16:09:12,63,30.8
16:09:13,62,30.3
16:09:14,61,29.8
16:09:15,63,30.8
16:09:16,60,29.3
16:09:17,61,29.8
16:09:18,62,30.3
16:09:19,63,30.8
16:09:20,62,30.3
16:09:21,62,30.3
16:09:22,60,29.3
16:09:23,60,29.3
16:09:24,60,29.3
16:09:25,60,29.3
16:09:26,63,30.8
16:09:27,62,30.3
16:09:28,63,30.8
16:09:29,60,29.3
16:09:30,60,29.3
16:09:31,61,29.8
16:09:32,61,29.8
16:09:33,63,30.8
16:09:34,62,30.3
16:09:35,62,30.3
16:09:36,62,30.3
16:09:37,62,30.3
16:09:38,61,29.8
16:09:39,63,30.8
16:09:40,60,29.3
16:09:41,62,30.3
16:09:42,60,29.3
16:09:43,63,30.8
16:09:44,61,29.8
16:09:45,61,29.8
16:09:46,63,30.8
16:09:47,62,30.3
16:09:48,63,30.8
16:09:49,61,29.8
16:09:50,60,29.3
16:09:51,61,29.8
16:09:52,60,29.3
16:09:53,60,29.3
16:09:54,61,29.8
16:09:55,63,30.8
16:09:56,61,29.8
16:09:57,61,29.8
16:09:58,63,30.8
16:09:59,62,30.3
16:10:00,60,29.3
16:10:01,63,30.8
16:10:02,60,29.3
16:10:03,61,29.8
16:10:04,62,30.3
16:10:05,63,30.8
16:10:06,62,30.3
16:10:07,63,30.8
16:10:08,62,30.3
16:10:09,60,29.3
16:10:10,62,30.3
16:10:11,60,29.3
16:10:12,63,30.8
16:10:13,63,30.8
16:10:14,60,29.3
16:10:15,62,30.3
16:10:16,63,30.8
16:10:17,62,30.3
16:10:18,61,29.8
16:10:19,60,29.3
16:10:20,60,29.3
16:10:21,63,30.8
16:10:22,61,29.8
16:10:23,60,29.3
16:10:24,62,30.3
16:10:25,63,30.8
16:10:26,63,30.8
16:10:27,60,29.3
16:10:28,61,29.8
16:10:29,63,30.8
16:10:30,61,29.8
16:10:31,63,30.8
16:10:32,61,29.8
16:10:33,62,30.3
16:10:34,60,29.3
16:10:35,62,30.3
16:10:36,61,29.8
16:10:37,60,29.3
16:10:38,61,29.8
16:10:39,62,30.3
16:10:40,63,30.8
16:10:41,61,29.8
16:10:42,60,29.3
16:10:43,62,30.3
16:10:44,61,29.8
16:10:45,62,30.3
16:10:46,63,30.8
16:10:47,62,30.3
16:10:48,61,29.8
16:10:49,61,29.8
16:10:50,61,29.8
16:10:51,61,29.8
16:10:52,61,29.8
16:10:53,60,29.3
16:10:54,62,30.3
16:10:55,62,30.3
16:10:56,63,30.8
16:10:57,61,29.8
16:10:58,62,30.3
16:10:59,61,29.8
16:11:00,60,29.3
16:11:01,58,28.3
16:11:02,59,28.8
16:11:03,59,28.8
16:11:04,58,28.3
16:11:05,60,29.3
16:11:06,57,27.9
16:11:07,58,28.3
16:11:08,58,28.3
16:11:09,59,28.8
16:11:10,60,29.3
16:11:11,57,27.9
16:11:12,60,29.3
16:11:13,57,27.9
16:11:14,58,28.3
16:11:15,59,28.8
16:11:16,57,27.9
16:11:17,59,28.8
16:11:18,57,27.9
16:11:19,59,28.8
16:11:20,59,28.8
16:11:21,58,28.3
16:11:22,59,28.8
16:11:23,60,29.3
16:11:24,58,28.3
16:11:25,60,29.3
16:11:26,60,29.3
16:11:27,60,29.3
16:11:28,57,27.9
16:11:29,60,29.3
16:11:30,60,29.3
16:11:31,59,28.8
16:11:32,57,27.9
16:11:33,60,29.3
16:11:34,59,28.8
16:11:35,57,27.9
16:11:36,60,29.3
16:11:37,57,27.9
16:11:38,57,27.9
16:11:39,60,29.3
16:11:40,60,29.3
16:11:41,58,28.3
16:11:42,60,29.3
16:11:43,60,29.3
16:11:44,57,27.9
16:11:45,57,27.9
16:11:46,60,29.3
16:11:47,57,27.9
16:11:48,60,29.3
16:11:49,58,28.3
16:11:50,57,27.9
16:11:51,58,28.3
16:11:52,60,29.3
16:11:53,57,27.9
16:11:54,58,28.3
16:11:55,58,28.3
16:11:56,58,28.3
16:11:57,57,27.9
16:11:58,58,28.3
16:11:59,59,28.8
16:12:00,60,29.3
16:12:01,60,29.3
16:12:02,60,29.3
16:12:03,59,28.8
16:12:04,57,27.9
16:12:05,60,29.3
16:12:06,58,28.3
16:12:07,58,28.3
16:12:08,60,29.3
16:12:09,60,29.3
16:12:10,60,29.3
16:12:11,59,28.8
16:12:12,60,29.3
16:12:13,58,28.3
16:12:14,58,28.3
16:12:15,58,28.3
16:12:16,59,28.8
16:12:17,58,28.3
16:12:18,60,29.3
16:12:19,57,27.9
16:12:20,59,28.8
16:12:21,60,29.3
16:12:22,60,29.3
16:12:23,60,29.3
16:12:24,59,28.8
16:12:25,58,28.3
16:12:26,60,29.3
16:12:27,60,29.3
16:12:28,58,28.3
16:12:29,58,28.3
16:12:30,60,29.3
16:12:31,58,28.3
16:12:32,60,29.3
16:12:33,60,29.3
16:12:34,58,28.3
16:12:35,57,27.9
16:12:36,60,29.3
16:12:37,60,29.3
16:12:38,60,29.3
16:12:39,58,28.3
16:12:40,59,28.8
16:12:41,57,27.9
16:12:42,60,29.3
16:12:43,57,27.9
16:12:44,57,27.9
16:12:45,58,28.3
16:12:46,58,28.3
16:12:47,59,28.8
16:12:48,57,27.9
16:12:49,57,27.9
16:12:50,60,29.3
16:12:51,60,29.3
16:12:52,57,27.9
16:12:53,57,27.9
16:12:54,59,28.8
16:12:55,60,29.3
16:12:56,57,27.9
16:12:57,57,27.9
16:12:58,58,28.3
16:12:59,57,27.9
16:13:00,57,27.9
16:13:01,60,29.3
16:13:02,58,28.3
16:13:03,57,27.9
16:13:04,60,29.3
16:13:05,58,28.3
16:13:06,58,28.3
16:13:07,58,28.3
16:13:08,57,27.9
16:13:09,57,27.9
16:13:10,57,27.9
16:13:11,58,28.3
16:13:12,58,28.3
16:13:13,57,27.9
16:13:14,58,28.3
16:13:15,57,27.9
16:13:16,60,29.3
16:13:17,57,27.9
16:13:18,58,28.3
16:13:19,60,29.3
16:13:20,57,27.9
16:13:21,57,27.9
16:13:22,58,28.3
16:13:23,57,27.9
16:13:24,58,28.3
16:13:25,57,27.9
16:13:26,58,28.3
16:13:27,59,28.8
16:13:28,58,28.3
16:13:29,57,27.9
16:13:30,59,28.8
16:13:31,60,29.3
16:13:32,57,27.9
16:13:33,58,28.3
16:13:34,59,28.8
16:13:35,59,28.8
16:13:36,59,28.8
16:13:37,58,28.3
16:13:38,58,28.3
16:13:39,60,29.3
16:13:40,59,28.8
16:13:41,57,27.9
16:13:42,59,28.8
16:13:43,57,27.9
16:13:44,59,28.8
16:13:45,60,29.3
16:13:46,57,27.9
16:13:47,60,29.3
16:13:48,59,28.8
16:13:49,58,28.3
16:13:50,58,28.3
16:13:51,57,27.9
16:13:52,57,27.9
16:13:53,59,28.8
16:13:54,59,28.8
16:13:55,57,27.9
16:13:56,59,28.8
16:13:57,58,28.3
16:13:58,59,28.8
16:13:59,58,28.3
16:14:00,58,28.3
16:14:01,60,29.3
16:14:02,60,29.3
16:14:03,59,28.8
16:14:04,58,28.3
16:14:05,59,28.8
16:14:06,59,28.8
16:14:07,59,28.8
16:14:08,57,27.9
16:14:09,58,28.3
16:14:10,57,27.9
16:14:11,57,27.9
16:14:12,58,28.3
16:14:13,57,27.9
16:14:14,57,27.9
16:14:15,60,29.3
16:14:16,58,28.3
16:14:17,58,28.3
16:14:18,57,27.9
16:14:19,57,27.9
16:14:20,57,27.9
16:14:21,58,28.3
16:14:22,60,29.3
16:14:23,58,28.3
16:14:24,58,28.3
16:14:25,57,27.9
16:14:26,59,28.8
16:14:27,60,29.3
16:14:28,58,28.3
16:14:29,57,27.9
16:14:30,59,28.8
16:14:31,58,28.3
16:14:32,57,27.9
16:14:33,57,27.9
16:14:34,58,28.3
16:14:35,59,28.8
16:14:36,58,28.3
16:14:37,58,28.3
16:14:38,59,28.8
16:14:39,58,28.3
16:14:40,58,28.3
16:14:41,57,27.9
16:14:42,59,28.8
16:14:43,59,28.8
16:14:44,58,28.3
16:14:45,59,28.8
16:14:46,59,28.8
16:14:47,59,28.8
16:14:48,57,27.9
16:14:49,59,28.8
16:14:50,57,27.9
16:14:51,60,29.3
16:14:52,58,28.3
16:14:53,59,28.8
16:14:54,60,29.3
16:14:55,57,27.9
16:14:56,59,28.8
16:14:57,57,27.9
16:14:58,60,29.3
16:14:59,57,27.9
16:15:00,57,27.9
16:15:01,59,28.8
16:15:02,58,28.3
16:15:03,57,27.9
16:15:04,59,28.8
16:15:05,58,28.3
16:15:06,59,28.8
16:15:07,60,29.3
16:15:08,60,29.3
16:15:09,58,28.3
16:15:10,57,27.9
16:15:11,58,28.3
16:15:12,59,28.8
16:15:13,59,28.8
16:15:14,58,28.3
16:15:15,60,29.3
16:15:16,58,28.3
16:15:17,59,28.8
16:15:18,58,28.3
16:15:19,60,29.3
16:15:20,57,27.9
16:15:21,60,29.3
